rep	fold	n	n_pos	n_neg	stratum
NEG_AMPLIFY_trNEGATIVE09158	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0916	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09171	train	26	0	26	neg_only
NEG_AMPLIFY_trNEGATIVE09186	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0919	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09190	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09194	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09199	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09202	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09204	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0921	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09223	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0923	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09234	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0924	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09243	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0925	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09278	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09286	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09288	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0929	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09290	val	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE0931	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09325	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0933	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09335	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09344	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0935	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09351	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0936	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09372	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09380	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0939	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09402	train	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE0941	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09414	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09425	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0943	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09431	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09433	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0944	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0945	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0946	train	6	0	6	neg_only
NEG_AMPLIFY_trNEGATIVE09462	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09466	train	29	0	29	neg_only
NEG_AMPLIFY_trNEGATIVE09478	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0948	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09487	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE09493	val	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE09498	train	8	0	8	neg_only
NEG_AMPLIFY_trNEGATIVE09506	val	9	0	9	neg_only
NEG_AMPLIFY_trNEGATIVE09508	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0951	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0952	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09525	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09531	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09532	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09558	test	18	0	18	neg_only
NEG_AMPLIFY_trNEGATIVE0956	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09562	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09567	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09570	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09571	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09577	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09584	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0959	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0960	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09603	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09609	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0961	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09616	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0962	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09623	train	9	1	8	mixed
NEG_AMPLIFY_trNEGATIVE09625	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0963	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09638	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0964	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0965	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09655	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0966	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09663	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0967	train	3	1	2	mixed
NEG_AMPLIFY_trNEGATIVE09670	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0969	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09697	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0970	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09717	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0972	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09727	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09728	test	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE09732	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE0974	train	11	1	10	mixed
NEG_AMPLIFY_trNEGATIVE09751	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE09753	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09758	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09763	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09767	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0977	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09772	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09777	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0978	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09783	train	15	0	15	neg_only
NEG_AMPLIFY_trNEGATIVE0979	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09801	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09813	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09816	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0982	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0983	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0985	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09853	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09865	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09868	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0987	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09870	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09888	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09906	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE09907	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0991	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09914	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0992	test	10	0	10	neg_only
NEG_AMPLIFY_trNEGATIVE09921	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09929	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09935	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0994	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0995	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0996	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09960	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09963	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09965	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09968	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0997	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09970	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE0998	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE0999	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE09997	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE1000	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10002	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10005	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE10011	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10016	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1002	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1003	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10048	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10055	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10065	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10066	test	8	0	8	neg_only
NEG_AMPLIFY_trNEGATIVE1007	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE10074	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10079	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1008	train	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE10093	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1010	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10101	train	7	0	7	neg_only
NEG_AMPLIFY_trNEGATIVE10120	train	21	0	21	neg_only
NEG_AMPLIFY_trNEGATIVE10122	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1013	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10142	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1015	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10151	train	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE10153	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10156	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1016	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10168	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE10175	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1018	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10184	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10189	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10203	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1022	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1025	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10251	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10260	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10261	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10265	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10278	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1030	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10303	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1031	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10312	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1032	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10323	test	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE10336	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE10349	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1035	test	7	0	7	neg_only
NEG_AMPLIFY_trNEGATIVE1036	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10362	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE10365	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10368	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1037	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10380	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE1039	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1042	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10421	train	25	16	9	mixed
NEG_AMPLIFY_trNEGATIVE1043	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10435	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10436	train	2	1	1	mixed
NEG_AMPLIFY_trNEGATIVE10448	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1045	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10452	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE10470	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1048	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10480	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10487	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1049	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10498	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10499	train	10	0	10	neg_only
NEG_AMPLIFY_trNEGATIVE1051	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10511	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10519	val	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE10520	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE10525	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10526	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1053	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE10530	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1054	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10544	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10561	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10566	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1057	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10571	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1058	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE1059	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10608	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE1061	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1062	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1063	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10641	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10643	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE10644	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10646	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1068	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10695	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10698	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1071	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10718	train	4	2	2	mixed
NEG_AMPLIFY_trNEGATIVE1072	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10721	test	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE1073	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10730	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1074	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10743	train	9	0	9	neg_only
NEG_AMPLIFY_trNEGATIVE10766	train	6	0	6	neg_only
NEG_AMPLIFY_trNEGATIVE10767	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1077	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10773	train	25	0	25	neg_only
NEG_AMPLIFY_trNEGATIVE1078	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1079	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1080	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1081	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10824	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1083	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1084	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10842	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1085	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1087	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1088	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10887	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE10905	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10914	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10922	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1094	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10947	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10955	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE10958	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1096	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE10960	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1097	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE10978	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10986	train	6	0	6	neg_only
NEG_AMPLIFY_trNEGATIVE10987	train	9	0	9	neg_only
NEG_AMPLIFY_trNEGATIVE10989	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE10991	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1100	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1101	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11028	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1103	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE11030	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11035	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11039	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1105	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1107	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11070	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11072	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11081	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11083	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11085	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1109	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11093	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1111	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1112	val	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE11126	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1113	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11132	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11134	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1114	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11140	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11146	train	22	0	22	neg_only
NEG_AMPLIFY_trNEGATIVE11148	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1115	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11155	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE1118	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1119	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1121	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11219	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1122	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11220	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1123	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11231	train	18	5	13	mixed
NEG_AMPLIFY_trNEGATIVE1124	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11247	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE11259	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11267	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1128	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11285	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1129	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11298	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1130	train	6	0	6	neg_only
NEG_AMPLIFY_trNEGATIVE1132	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11322	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11325	train	33	0	33	neg_only
NEG_AMPLIFY_trNEGATIVE11338	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1134	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11349	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE1135	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11355	train	8	0	8	neg_only
NEG_AMPLIFY_trNEGATIVE1136	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11364	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11370	test	5	2	3	mixed
NEG_AMPLIFY_trNEGATIVE11383	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11386	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1139	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11391	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11392	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1140	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11402	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11403	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11407	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1141	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11411	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11413	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11423	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11427	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11428	test	7	0	7	neg_only
NEG_AMPLIFY_trNEGATIVE11434	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11448	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE1145	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11456	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11458	test	5	0	5	neg_only
NEG_AMPLIFY_trNEGATIVE1146	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11467	val	7	0	7	neg_only
NEG_AMPLIFY_trNEGATIVE1147	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1148	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11483	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE11487	test	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11490	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11496	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11509	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11510	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1152	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11521	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11528	train	3	0	3	neg_only
NEG_AMPLIFY_trNEGATIVE1153	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11534	train	8	0	8	neg_only
NEG_AMPLIFY_trNEGATIVE1154	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11541	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11548	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1155	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11556	train	4	0	4	neg_only
NEG_AMPLIFY_trNEGATIVE11561	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11563	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11573	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11578	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11579	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1159	val	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11598	train	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11600	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1161	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1163	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11636	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11639	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1164	train	19	0	19	neg_only
NEG_AMPLIFY_trNEGATIVE11647	train	8	0	8	neg_only
NEG_AMPLIFY_trNEGATIVE11649	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1165	val	2	0	2	neg_only
NEG_AMPLIFY_trNEGATIVE11664	test	13	1	12	mixed
NEG_AMPLIFY_trNEGATIVE11672	train	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE11677	test	1	0	1	neg_only
NEG_AMPLIFY_trNEGATIVE1168	test	1	0	1	neg_only
