id	label	source	length	original_header
NEG_AMPLIFY_trNEGATIVE07358	0	AMPLIFY	97	trNEGATIVE07358
NEG_AMPLIFY_trNEGATIVE0736	0	AMPLIFY	22	trNEGATIVE0736
NEG_AMPLIFY_trNEGATIVE07362	0	AMPLIFY	99	trNEGATIVE07362
NEG_AMPLIFY_trNEGATIVE07366	0	AMPLIFY	41	trNEGATIVE07366
NEG_AMPLIFY_trNEGATIVE0737	0	AMPLIFY	75	trNEGATIVE0737
NEG_AMPLIFY_trNEGATIVE07370	0	AMPLIFY	39	trNEGATIVE07370
NEG_AMPLIFY_trNEGATIVE07372	0	AMPLIFY	37	trNEGATIVE07372
NEG_AMPLIFY_trNEGATIVE07379	0	AMPLIFY	84	trNEGATIVE07379
NEG_AMPLIFY_trNEGATIVE0738	0	AMPLIFY	79	trNEGATIVE0738
NEG_AMPLIFY_trNEGATIVE07381	0	AMPLIFY	86	trNEGATIVE07381
NEG_AMPLIFY_trNEGATIVE07383	0	AMPLIFY	58	trNEGATIVE07383
NEG_AMPLIFY_trNEGATIVE07385	0	AMPLIFY	44	trNEGATIVE07385
NEG_AMPLIFY_trNEGATIVE07389	0	AMPLIFY	92	trNEGATIVE07389
NEG_AMPLIFY_trNEGATIVE0739	0	AMPLIFY	21	trNEGATIVE0739
NEG_AMPLIFY_trNEGATIVE07395	0	AMPLIFY	60	trNEGATIVE07395
NEG_AMPLIFY_trNEGATIVE07396	0	AMPLIFY	67	trNEGATIVE07396
NEG_AMPLIFY_trNEGATIVE07397	0	AMPLIFY	98	trNEGATIVE07397
NEG_AMPLIFY_trNEGATIVE0740	0	AMPLIFY	41	trNEGATIVE0740
NEG_AMPLIFY_trNEGATIVE07400	0	AMPLIFY	87	trNEGATIVE07400
NEG_AMPLIFY_trNEGATIVE07403	0	AMPLIFY	95	trNEGATIVE07403
NEG_AMPLIFY_trNEGATIVE07406	0	AMPLIFY	84	trNEGATIVE07406
NEG_AMPLIFY_trNEGATIVE07409	0	AMPLIFY	51	trNEGATIVE07409
NEG_AMPLIFY_trNEGATIVE0741	0	AMPLIFY	60	trNEGATIVE0741
NEG_AMPLIFY_trNEGATIVE07412	0	AMPLIFY	74	trNEGATIVE07412
NEG_AMPLIFY_trNEGATIVE07416	0	AMPLIFY	83	trNEGATIVE07416
NEG_AMPLIFY_trNEGATIVE07417	0	AMPLIFY	56	trNEGATIVE07417
NEG_AMPLIFY_trNEGATIVE07418	0	AMPLIFY	100	trNEGATIVE07418
NEG_AMPLIFY_trNEGATIVE07419	0	AMPLIFY	84	trNEGATIVE07419
NEG_AMPLIFY_trNEGATIVE0742	0	AMPLIFY	32	trNEGATIVE0742
NEG_AMPLIFY_trNEGATIVE0743	0	AMPLIFY	35	trNEGATIVE0743
NEG_AMPLIFY_trNEGATIVE07430	0	AMPLIFY	70	trNEGATIVE07430
NEG_AMPLIFY_trNEGATIVE07432	0	AMPLIFY	89	trNEGATIVE07432
NEG_AMPLIFY_trNEGATIVE07438	0	AMPLIFY	42	trNEGATIVE07438
NEG_AMPLIFY_trNEGATIVE07439	0	AMPLIFY	96	trNEGATIVE07439
NEG_AMPLIFY_trNEGATIVE0744	0	AMPLIFY	23	trNEGATIVE0744
NEG_AMPLIFY_trNEGATIVE07440	0	AMPLIFY	90	trNEGATIVE07440
NEG_AMPLIFY_trNEGATIVE07445	0	AMPLIFY	91	trNEGATIVE07445
NEG_AMPLIFY_trNEGATIVE07446	0	AMPLIFY	58	trNEGATIVE07446
NEG_AMPLIFY_trNEGATIVE0745	0	AMPLIFY	15	trNEGATIVE0745
NEG_AMPLIFY_trNEGATIVE07458	0	AMPLIFY	93	trNEGATIVE07458
NEG_AMPLIFY_trNEGATIVE0746	0	AMPLIFY	52	trNEGATIVE0746
NEG_AMPLIFY_trNEGATIVE07463	0	AMPLIFY	8	trNEGATIVE07463
NEG_AMPLIFY_trNEGATIVE07469	0	AMPLIFY	81	trNEGATIVE07469
NEG_AMPLIFY_trNEGATIVE0747	0	AMPLIFY	25	trNEGATIVE0747
NEG_AMPLIFY_trNEGATIVE07471	0	AMPLIFY	70	trNEGATIVE07471
NEG_AMPLIFY_trNEGATIVE07473	0	AMPLIFY	78	trNEGATIVE07473
NEG_AMPLIFY_trNEGATIVE07474	0	AMPLIFY	8	trNEGATIVE07474
NEG_AMPLIFY_trNEGATIVE0748	0	AMPLIFY	20	trNEGATIVE0748
NEG_AMPLIFY_trNEGATIVE0749	0	AMPLIFY	46	trNEGATIVE0749
NEG_AMPLIFY_trNEGATIVE07490	0	AMPLIFY	87	trNEGATIVE07490
NEG_AMPLIFY_trNEGATIVE07493	0	AMPLIFY	80	trNEGATIVE07493
NEG_AMPLIFY_trNEGATIVE07497	0	AMPLIFY	88	trNEGATIVE07497
NEG_AMPLIFY_trNEGATIVE0750	0	AMPLIFY	14	trNEGATIVE0750
NEG_AMPLIFY_trNEGATIVE07501	0	AMPLIFY	77	trNEGATIVE07501
NEG_AMPLIFY_trNEGATIVE07503	0	AMPLIFY	86	trNEGATIVE07503
NEG_AMPLIFY_trNEGATIVE07504	0	AMPLIFY	76	trNEGATIVE07504
NEG_AMPLIFY_trNEGATIVE0751	0	AMPLIFY	22	trNEGATIVE0751
NEG_AMPLIFY_trNEGATIVE07510	0	AMPLIFY	84	trNEGATIVE07510
NEG_AMPLIFY_trNEGATIVE07511	0	AMPLIFY	66	trNEGATIVE07511
NEG_AMPLIFY_trNEGATIVE07513	0	AMPLIFY	66	trNEGATIVE07513
NEG_AMPLIFY_trNEGATIVE07515	0	AMPLIFY	93	trNEGATIVE07515
NEG_AMPLIFY_trNEGATIVE07517	0	AMPLIFY	77	trNEGATIVE07517
NEG_AMPLIFY_trNEGATIVE07519	0	AMPLIFY	93	trNEGATIVE07519
NEG_AMPLIFY_trNEGATIVE0752	0	AMPLIFY	15	trNEGATIVE0752
NEG_AMPLIFY_trNEGATIVE07521	0	AMPLIFY	85	trNEGATIVE07521
NEG_AMPLIFY_trNEGATIVE07522	0	AMPLIFY	98	trNEGATIVE07522
NEG_AMPLIFY_trNEGATIVE07526	0	AMPLIFY	86	trNEGATIVE07526
NEG_AMPLIFY_trNEGATIVE0753	0	AMPLIFY	47	trNEGATIVE0753
NEG_AMPLIFY_trNEGATIVE07531	0	AMPLIFY	78	trNEGATIVE07531
NEG_AMPLIFY_trNEGATIVE07532	0	AMPLIFY	80	trNEGATIVE07532
NEG_AMPLIFY_trNEGATIVE07535	0	AMPLIFY	61	trNEGATIVE07535
NEG_AMPLIFY_trNEGATIVE07537	0	AMPLIFY	82	trNEGATIVE07537
NEG_AMPLIFY_trNEGATIVE07538	0	AMPLIFY	95	trNEGATIVE07538
NEG_AMPLIFY_trNEGATIVE0754	0	AMPLIFY	20	trNEGATIVE0754
NEG_AMPLIFY_trNEGATIVE07541	0	AMPLIFY	81	trNEGATIVE07541
NEG_AMPLIFY_trNEGATIVE07544	0	AMPLIFY	86	trNEGATIVE07544
NEG_AMPLIFY_trNEGATIVE07549	0	AMPLIFY	86	trNEGATIVE07549
NEG_AMPLIFY_trNEGATIVE0755	0	AMPLIFY	22	trNEGATIVE0755
NEG_AMPLIFY_trNEGATIVE07552	0	AMPLIFY	76	trNEGATIVE07552
NEG_AMPLIFY_trNEGATIVE07558	0	AMPLIFY	54	trNEGATIVE07558
NEG_AMPLIFY_trNEGATIVE0756	0	AMPLIFY	37	trNEGATIVE0756
NEG_AMPLIFY_trNEGATIVE07565	0	AMPLIFY	85	trNEGATIVE07565
NEG_AMPLIFY_trNEGATIVE07567	0	AMPLIFY	88	trNEGATIVE07567
NEG_AMPLIFY_trNEGATIVE0757	0	AMPLIFY	10	trNEGATIVE0757
NEG_AMPLIFY_trNEGATIVE07572	0	AMPLIFY	67	trNEGATIVE07572
NEG_AMPLIFY_trNEGATIVE07578	0	AMPLIFY	93	trNEGATIVE07578
NEG_AMPLIFY_trNEGATIVE0758	0	AMPLIFY	15	trNEGATIVE0758
NEG_AMPLIFY_trNEGATIVE0759	0	AMPLIFY	34	trNEGATIVE0759
NEG_AMPLIFY_trNEGATIVE07591	0	AMPLIFY	99	trNEGATIVE07591
NEG_AMPLIFY_trNEGATIVE0760	0	AMPLIFY	27	trNEGATIVE0760
NEG_AMPLIFY_trNEGATIVE07603	0	AMPLIFY	68	trNEGATIVE07603
NEG_AMPLIFY_trNEGATIVE07606	0	AMPLIFY	98	trNEGATIVE07606
NEG_AMPLIFY_trNEGATIVE0761	0	AMPLIFY	20	trNEGATIVE0761
NEG_AMPLIFY_trNEGATIVE07614	0	AMPLIFY	71	trNEGATIVE07614
NEG_AMPLIFY_trNEGATIVE07615	0	AMPLIFY	95	trNEGATIVE07615
NEG_AMPLIFY_trNEGATIVE07616	0	AMPLIFY	90	trNEGATIVE07616
NEG_AMPLIFY_trNEGATIVE0762	0	AMPLIFY	49	trNEGATIVE0762
NEG_AMPLIFY_trNEGATIVE07620	0	AMPLIFY	70	trNEGATIVE07620
NEG_AMPLIFY_trNEGATIVE07622	0	AMPLIFY	89	trNEGATIVE07622
NEG_AMPLIFY_trNEGATIVE07629	0	AMPLIFY	93	trNEGATIVE07629
NEG_AMPLIFY_trNEGATIVE0763	0	AMPLIFY	41	trNEGATIVE0763
NEG_AMPLIFY_trNEGATIVE07630	0	AMPLIFY	100	trNEGATIVE07630
NEG_AMPLIFY_trNEGATIVE07632	0	AMPLIFY	87	trNEGATIVE07632
NEG_AMPLIFY_trNEGATIVE07633	0	AMPLIFY	70	trNEGATIVE07633
NEG_AMPLIFY_trNEGATIVE07634	0	AMPLIFY	91	trNEGATIVE07634
NEG_AMPLIFY_trNEGATIVE07638	0	AMPLIFY	72	trNEGATIVE07638
NEG_AMPLIFY_trNEGATIVE0764	0	AMPLIFY	15	trNEGATIVE0764
NEG_AMPLIFY_trNEGATIVE07640	0	AMPLIFY	64	trNEGATIVE07640
NEG_AMPLIFY_trNEGATIVE07642	0	AMPLIFY	88	trNEGATIVE07642
NEG_AMPLIFY_trNEGATIVE07644	0	AMPLIFY	64	trNEGATIVE07644
NEG_AMPLIFY_trNEGATIVE07646	0	AMPLIFY	68	trNEGATIVE07646
NEG_AMPLIFY_trNEGATIVE07647	0	AMPLIFY	67	trNEGATIVE07647
NEG_AMPLIFY_trNEGATIVE07649	0	AMPLIFY	85	trNEGATIVE07649
NEG_AMPLIFY_trNEGATIVE0765	0	AMPLIFY	8	trNEGATIVE0765
NEG_AMPLIFY_trNEGATIVE07652	0	AMPLIFY	71	trNEGATIVE07652
NEG_AMPLIFY_trNEGATIVE07654	0	AMPLIFY	97	trNEGATIVE07654
NEG_AMPLIFY_trNEGATIVE0766	0	AMPLIFY	37	trNEGATIVE0766
NEG_AMPLIFY_trNEGATIVE0767	0	AMPLIFY	19	trNEGATIVE0767
NEG_AMPLIFY_trNEGATIVE07675	0	AMPLIFY	66	trNEGATIVE07675
NEG_AMPLIFY_trNEGATIVE07676	0	AMPLIFY	67	trNEGATIVE07676
NEG_AMPLIFY_trNEGATIVE0768	0	AMPLIFY	50	trNEGATIVE0768
NEG_AMPLIFY_trNEGATIVE07680	0	AMPLIFY	91	trNEGATIVE07680
NEG_AMPLIFY_trNEGATIVE07684	0	AMPLIFY	91	trNEGATIVE07684
NEG_AMPLIFY_trNEGATIVE07685	0	AMPLIFY	100	trNEGATIVE07685
NEG_AMPLIFY_trNEGATIVE0769	0	AMPLIFY	46	trNEGATIVE0769
NEG_AMPLIFY_trNEGATIVE07694	0	AMPLIFY	68	trNEGATIVE07694
NEG_AMPLIFY_trNEGATIVE07697	0	AMPLIFY	64	trNEGATIVE07697
NEG_AMPLIFY_trNEGATIVE07699	0	AMPLIFY	98	trNEGATIVE07699
NEG_AMPLIFY_trNEGATIVE0770	0	AMPLIFY	32	trNEGATIVE0770
NEG_AMPLIFY_trNEGATIVE07702	0	AMPLIFY	54	trNEGATIVE07702
NEG_AMPLIFY_trNEGATIVE07704	0	AMPLIFY	54	trNEGATIVE07704
NEG_AMPLIFY_trNEGATIVE0771	0	AMPLIFY	13	trNEGATIVE0771
NEG_AMPLIFY_trNEGATIVE07712	0	AMPLIFY	99	trNEGATIVE07712
NEG_AMPLIFY_trNEGATIVE07718	0	AMPLIFY	82	trNEGATIVE07718
NEG_AMPLIFY_trNEGATIVE0772	0	AMPLIFY	37	trNEGATIVE0772
NEG_AMPLIFY_trNEGATIVE07721	0	AMPLIFY	78	trNEGATIVE07721
NEG_AMPLIFY_trNEGATIVE07723	0	AMPLIFY	74	trNEGATIVE07723
NEG_AMPLIFY_trNEGATIVE0773	0	AMPLIFY	13	trNEGATIVE0773
NEG_AMPLIFY_trNEGATIVE07731	0	AMPLIFY	86	trNEGATIVE07731
NEG_AMPLIFY_trNEGATIVE07732	0	AMPLIFY	63	trNEGATIVE07732
NEG_AMPLIFY_trNEGATIVE07736	0	AMPLIFY	81	trNEGATIVE07736
NEG_AMPLIFY_trNEGATIVE07738	0	AMPLIFY	69	trNEGATIVE07738
NEG_AMPLIFY_trNEGATIVE0774	0	AMPLIFY	40	trNEGATIVE0774
NEG_AMPLIFY_trNEGATIVE07740	0	AMPLIFY	64	trNEGATIVE07740
NEG_AMPLIFY_trNEGATIVE07741	0	AMPLIFY	96	trNEGATIVE07741
NEG_AMPLIFY_trNEGATIVE07743	0	AMPLIFY	90	trNEGATIVE07743
NEG_AMPLIFY_trNEGATIVE07748	0	AMPLIFY	86	trNEGATIVE07748
NEG_AMPLIFY_trNEGATIVE0775	0	AMPLIFY	19	trNEGATIVE0775
NEG_AMPLIFY_trNEGATIVE07753	0	AMPLIFY	58	trNEGATIVE07753
NEG_AMPLIFY_trNEGATIVE07755	0	AMPLIFY	44	trNEGATIVE07755
NEG_AMPLIFY_trNEGATIVE07756	0	AMPLIFY	35	trNEGATIVE07756
NEG_AMPLIFY_trNEGATIVE0776	0	AMPLIFY	66	trNEGATIVE0776
NEG_AMPLIFY_trNEGATIVE07760	0	AMPLIFY	42	trNEGATIVE07760
NEG_AMPLIFY_trNEGATIVE07761	0	AMPLIFY	80	trNEGATIVE07761
NEG_AMPLIFY_trNEGATIVE07764	0	AMPLIFY	54	trNEGATIVE07764
NEG_AMPLIFY_trNEGATIVE07766	0	AMPLIFY	92	trNEGATIVE07766
NEG_AMPLIFY_trNEGATIVE07767	0	AMPLIFY	74	trNEGATIVE07767
NEG_AMPLIFY_trNEGATIVE07768	0	AMPLIFY	54	trNEGATIVE07768
NEG_AMPLIFY_trNEGATIVE0777	0	AMPLIFY	20	trNEGATIVE0777
NEG_AMPLIFY_trNEGATIVE07771	0	AMPLIFY	93	trNEGATIVE07771
NEG_AMPLIFY_trNEGATIVE07774	0	AMPLIFY	93	trNEGATIVE07774
NEG_AMPLIFY_trNEGATIVE07777	0	AMPLIFY	68	trNEGATIVE07777
NEG_AMPLIFY_trNEGATIVE0778	0	AMPLIFY	8	trNEGATIVE0778
NEG_AMPLIFY_trNEGATIVE07780	0	AMPLIFY	60	trNEGATIVE07780
NEG_AMPLIFY_trNEGATIVE07781	0	AMPLIFY	82	trNEGATIVE07781
NEG_AMPLIFY_trNEGATIVE07784	0	AMPLIFY	85	trNEGATIVE07784
NEG_AMPLIFY_trNEGATIVE07786	0	AMPLIFY	49	trNEGATIVE07786
NEG_AMPLIFY_trNEGATIVE07787	0	AMPLIFY	95	trNEGATIVE07787
NEG_AMPLIFY_trNEGATIVE07789	0	AMPLIFY	96	trNEGATIVE07789
NEG_AMPLIFY_trNEGATIVE0779	0	AMPLIFY	16	trNEGATIVE0779
NEG_AMPLIFY_trNEGATIVE07793	0	AMPLIFY	91	trNEGATIVE07793
NEG_AMPLIFY_trNEGATIVE07795	0	AMPLIFY	65	trNEGATIVE07795
NEG_AMPLIFY_trNEGATIVE07797	0	AMPLIFY	8	trNEGATIVE07797
NEG_AMPLIFY_trNEGATIVE0780	0	AMPLIFY	43	trNEGATIVE0780
NEG_AMPLIFY_trNEGATIVE07809	0	AMPLIFY	58	trNEGATIVE07809
NEG_AMPLIFY_trNEGATIVE0781	0	AMPLIFY	47	trNEGATIVE0781
NEG_AMPLIFY_trNEGATIVE07811	0	AMPLIFY	51	trNEGATIVE07811
NEG_AMPLIFY_trNEGATIVE07818	0	AMPLIFY	82	trNEGATIVE07818
NEG_AMPLIFY_trNEGATIVE0782	0	AMPLIFY	17	trNEGATIVE0782
NEG_AMPLIFY_trNEGATIVE07820	0	AMPLIFY	84	trNEGATIVE07820
NEG_AMPLIFY_trNEGATIVE07821	0	AMPLIFY	97	trNEGATIVE07821
NEG_AMPLIFY_trNEGATIVE07822	0	AMPLIFY	98	trNEGATIVE07822
NEG_AMPLIFY_trNEGATIVE07824	0	AMPLIFY	40	trNEGATIVE07824
NEG_AMPLIFY_trNEGATIVE07825	0	AMPLIFY	87	trNEGATIVE07825
NEG_AMPLIFY_trNEGATIVE07827	0	AMPLIFY	92	trNEGATIVE07827
NEG_AMPLIFY_trNEGATIVE0783	0	AMPLIFY	28	trNEGATIVE0783
NEG_AMPLIFY_trNEGATIVE07831	0	AMPLIFY	62	trNEGATIVE07831
NEG_AMPLIFY_trNEGATIVE07833	0	AMPLIFY	87	trNEGATIVE07833
NEG_AMPLIFY_trNEGATIVE07839	0	AMPLIFY	86	trNEGATIVE07839
NEG_AMPLIFY_trNEGATIVE0784	0	AMPLIFY	15	trNEGATIVE0784
NEG_AMPLIFY_trNEGATIVE07842	0	AMPLIFY	79	trNEGATIVE07842
NEG_AMPLIFY_trNEGATIVE07845	0	AMPLIFY	92	trNEGATIVE07845
NEG_AMPLIFY_trNEGATIVE07848	0	AMPLIFY	37	trNEGATIVE07848
NEG_AMPLIFY_trNEGATIVE07849	0	AMPLIFY	62	trNEGATIVE07849
NEG_AMPLIFY_trNEGATIVE07852	0	AMPLIFY	97	trNEGATIVE07852
NEG_AMPLIFY_trNEGATIVE07853	0	AMPLIFY	78	trNEGATIVE07853
NEG_AMPLIFY_trNEGATIVE07855	0	AMPLIFY	38	trNEGATIVE07855
NEG_AMPLIFY_trNEGATIVE07857	0	AMPLIFY	34	trNEGATIVE07857
NEG_AMPLIFY_trNEGATIVE0786	0	AMPLIFY	37	trNEGATIVE0786
NEG_AMPLIFY_trNEGATIVE07860	0	AMPLIFY	100	trNEGATIVE07860
NEG_AMPLIFY_trNEGATIVE07863	0	AMPLIFY	48	trNEGATIVE07863
NEG_AMPLIFY_trNEGATIVE07869	0	AMPLIFY	91	trNEGATIVE07869
NEG_AMPLIFY_trNEGATIVE0787	0	AMPLIFY	13	trNEGATIVE0787
NEG_AMPLIFY_trNEGATIVE07873	0	AMPLIFY	36	trNEGATIVE07873
NEG_AMPLIFY_trNEGATIVE07875	0	AMPLIFY	95	trNEGATIVE07875
NEG_AMPLIFY_trNEGATIVE07876	0	AMPLIFY	70	trNEGATIVE07876
NEG_AMPLIFY_trNEGATIVE0788	0	AMPLIFY	46	trNEGATIVE0788
NEG_AMPLIFY_trNEGATIVE07881	0	AMPLIFY	81	trNEGATIVE07881
NEG_AMPLIFY_trNEGATIVE07886	0	AMPLIFY	72	trNEGATIVE07886
NEG_AMPLIFY_trNEGATIVE07887	0	AMPLIFY	97	trNEGATIVE07887
NEG_AMPLIFY_trNEGATIVE07888	0	AMPLIFY	81	trNEGATIVE07888
NEG_AMPLIFY_trNEGATIVE07889	0	AMPLIFY	88	trNEGATIVE07889
NEG_AMPLIFY_trNEGATIVE0789	0	AMPLIFY	78	trNEGATIVE0789
NEG_AMPLIFY_trNEGATIVE07890	0	AMPLIFY	86	trNEGATIVE07890
NEG_AMPLIFY_trNEGATIVE07891	0	AMPLIFY	63	trNEGATIVE07891
NEG_AMPLIFY_trNEGATIVE07896	0	AMPLIFY	79	trNEGATIVE07896
NEG_AMPLIFY_trNEGATIVE07899	0	AMPLIFY	75	trNEGATIVE07899
NEG_AMPLIFY_trNEGATIVE0790	0	AMPLIFY	13	trNEGATIVE0790
NEG_AMPLIFY_trNEGATIVE07901	0	AMPLIFY	64	trNEGATIVE07901
NEG_AMPLIFY_trNEGATIVE07903	0	AMPLIFY	100	trNEGATIVE07903
NEG_AMPLIFY_trNEGATIVE07907	0	AMPLIFY	67	trNEGATIVE07907
NEG_AMPLIFY_trNEGATIVE0791	0	AMPLIFY	94	trNEGATIVE0791
NEG_AMPLIFY_trNEGATIVE07911	0	AMPLIFY	64	trNEGATIVE07911
NEG_AMPLIFY_trNEGATIVE07915	0	AMPLIFY	90	trNEGATIVE07915
NEG_AMPLIFY_trNEGATIVE07916	0	AMPLIFY	62	trNEGATIVE07916
NEG_AMPLIFY_trNEGATIVE07917	0	AMPLIFY	60	trNEGATIVE07917
NEG_AMPLIFY_trNEGATIVE07919	0	AMPLIFY	86	trNEGATIVE07919
NEG_AMPLIFY_trNEGATIVE0792	0	AMPLIFY	11	trNEGATIVE0792
NEG_AMPLIFY_trNEGATIVE07924	0	AMPLIFY	61	trNEGATIVE07924
NEG_AMPLIFY_trNEGATIVE0793	0	AMPLIFY	29	trNEGATIVE0793
NEG_AMPLIFY_trNEGATIVE07930	0	AMPLIFY	79	trNEGATIVE07930
NEG_AMPLIFY_trNEGATIVE07931	0	AMPLIFY	77	trNEGATIVE07931
NEG_AMPLIFY_trNEGATIVE07933	0	AMPLIFY	36	trNEGATIVE07933
NEG_AMPLIFY_trNEGATIVE07939	0	AMPLIFY	36	trNEGATIVE07939
NEG_AMPLIFY_trNEGATIVE0794	0	AMPLIFY	11	trNEGATIVE0794
NEG_AMPLIFY_trNEGATIVE07940	0	AMPLIFY	95	trNEGATIVE07940
NEG_AMPLIFY_trNEGATIVE07942	0	AMPLIFY	62	trNEGATIVE07942
NEG_AMPLIFY_trNEGATIVE07943	0	AMPLIFY	65	trNEGATIVE07943
NEG_AMPLIFY_trNEGATIVE07947	0	AMPLIFY	90	trNEGATIVE07947
NEG_AMPLIFY_trNEGATIVE0795	0	AMPLIFY	23	trNEGATIVE0795
NEG_AMPLIFY_trNEGATIVE07950	0	AMPLIFY	73	trNEGATIVE07950
NEG_AMPLIFY_trNEGATIVE07957	0	AMPLIFY	48	trNEGATIVE07957
NEG_AMPLIFY_trNEGATIVE0796	0	AMPLIFY	11	trNEGATIVE0796
NEG_AMPLIFY_trNEGATIVE07963	0	AMPLIFY	70	trNEGATIVE07963
NEG_AMPLIFY_trNEGATIVE07968	0	AMPLIFY	91	trNEGATIVE07968
NEG_AMPLIFY_trNEGATIVE0797	0	AMPLIFY	12	trNEGATIVE0797
NEG_AMPLIFY_trNEGATIVE07974	0	AMPLIFY	78	trNEGATIVE07974
NEG_AMPLIFY_trNEGATIVE07978	0	AMPLIFY	75	trNEGATIVE07978
NEG_AMPLIFY_trNEGATIVE07979	0	AMPLIFY	91	trNEGATIVE07979
NEG_AMPLIFY_trNEGATIVE0798	0	AMPLIFY	25	trNEGATIVE0798
NEG_AMPLIFY_trNEGATIVE07981	0	AMPLIFY	79	trNEGATIVE07981
NEG_AMPLIFY_trNEGATIVE07985	0	AMPLIFY	41	trNEGATIVE07985
NEG_AMPLIFY_trNEGATIVE07986	0	AMPLIFY	79	trNEGATIVE07986
NEG_AMPLIFY_trNEGATIVE07989	0	AMPLIFY	90	trNEGATIVE07989
NEG_AMPLIFY_trNEGATIVE0799	0	AMPLIFY	37	trNEGATIVE0799
NEG_AMPLIFY_trNEGATIVE07991	0	AMPLIFY	92	trNEGATIVE07991
NEG_AMPLIFY_trNEGATIVE07993	0	AMPLIFY	92	trNEGATIVE07993
NEG_AMPLIFY_trNEGATIVE07994	0	AMPLIFY	80	trNEGATIVE07994
NEG_AMPLIFY_trNEGATIVE0800	0	AMPLIFY	25	trNEGATIVE0800
NEG_AMPLIFY_trNEGATIVE08007	0	AMPLIFY	93	trNEGATIVE08007
NEG_AMPLIFY_trNEGATIVE08008	0	AMPLIFY	60	trNEGATIVE08008
NEG_AMPLIFY_trNEGATIVE0801	0	AMPLIFY	12	trNEGATIVE0801
NEG_AMPLIFY_trNEGATIVE08015	0	AMPLIFY	95	trNEGATIVE08015
NEG_AMPLIFY_trNEGATIVE08019	0	AMPLIFY	7	trNEGATIVE08019
NEG_AMPLIFY_trNEGATIVE0802	0	AMPLIFY	25	trNEGATIVE0802
NEG_AMPLIFY_trNEGATIVE08021	0	AMPLIFY	65	trNEGATIVE08021
NEG_AMPLIFY_trNEGATIVE08023	0	AMPLIFY	94	trNEGATIVE08023
NEG_AMPLIFY_trNEGATIVE08025	0	AMPLIFY	81	trNEGATIVE08025
NEG_AMPLIFY_trNEGATIVE08029	0	AMPLIFY	67	trNEGATIVE08029
NEG_AMPLIFY_trNEGATIVE0803	0	AMPLIFY	32	trNEGATIVE0803
NEG_AMPLIFY_trNEGATIVE08033	0	AMPLIFY	68	trNEGATIVE08033
NEG_AMPLIFY_trNEGATIVE0804	0	AMPLIFY	35	trNEGATIVE0804
NEG_AMPLIFY_trNEGATIVE08042	0	AMPLIFY	89	trNEGATIVE08042
NEG_AMPLIFY_trNEGATIVE08049	0	AMPLIFY	37	trNEGATIVE08049
NEG_AMPLIFY_trNEGATIVE0805	0	AMPLIFY	15	trNEGATIVE0805
NEG_AMPLIFY_trNEGATIVE08050	0	AMPLIFY	39	trNEGATIVE08050
NEG_AMPLIFY_trNEGATIVE08057	0	AMPLIFY	83	trNEGATIVE08057
NEG_AMPLIFY_trNEGATIVE0806	0	AMPLIFY	28	trNEGATIVE0806
NEG_AMPLIFY_trNEGATIVE08060	0	AMPLIFY	60	trNEGATIVE08060
NEG_AMPLIFY_trNEGATIVE08061	0	AMPLIFY	87	trNEGATIVE08061
NEG_AMPLIFY_trNEGATIVE08064	0	AMPLIFY	100	trNEGATIVE08064
NEG_AMPLIFY_trNEGATIVE08067	0	AMPLIFY	78	trNEGATIVE08067
NEG_AMPLIFY_trNEGATIVE08069	0	AMPLIFY	38	trNEGATIVE08069
NEG_AMPLIFY_trNEGATIVE0807	0	AMPLIFY	96	trNEGATIVE0807
NEG_AMPLIFY_trNEGATIVE08075	0	AMPLIFY	53	trNEGATIVE08075
NEG_AMPLIFY_trNEGATIVE08076	0	AMPLIFY	45	trNEGATIVE08076
NEG_AMPLIFY_trNEGATIVE0808	0	AMPLIFY	33	trNEGATIVE0808
NEG_AMPLIFY_trNEGATIVE08080	0	AMPLIFY	72	trNEGATIVE08080
NEG_AMPLIFY_trNEGATIVE08084	0	AMPLIFY	75	trNEGATIVE08084
NEG_AMPLIFY_trNEGATIVE08085	0	AMPLIFY	77	trNEGATIVE08085
NEG_AMPLIFY_trNEGATIVE08087	0	AMPLIFY	98	trNEGATIVE08087
NEG_AMPLIFY_trNEGATIVE0809	0	AMPLIFY	50	trNEGATIVE0809
NEG_AMPLIFY_trNEGATIVE08096	0	AMPLIFY	100	trNEGATIVE08096
NEG_AMPLIFY_trNEGATIVE0810	0	AMPLIFY	27	trNEGATIVE0810
NEG_AMPLIFY_trNEGATIVE08101	0	AMPLIFY	98	trNEGATIVE08101
NEG_AMPLIFY_trNEGATIVE08105	0	AMPLIFY	100	trNEGATIVE08105
NEG_AMPLIFY_trNEGATIVE08107	0	AMPLIFY	73	trNEGATIVE08107
NEG_AMPLIFY_trNEGATIVE0811	0	AMPLIFY	32	trNEGATIVE0811
NEG_AMPLIFY_trNEGATIVE08110	0	AMPLIFY	62	trNEGATIVE08110
NEG_AMPLIFY_trNEGATIVE0812	0	AMPLIFY	18	trNEGATIVE0812
NEG_AMPLIFY_trNEGATIVE08124	0	AMPLIFY	68	trNEGATIVE08124
NEG_AMPLIFY_trNEGATIVE0813	0	AMPLIFY	29	trNEGATIVE0813
NEG_AMPLIFY_trNEGATIVE08136	0	AMPLIFY	74	trNEGATIVE08136
NEG_AMPLIFY_trNEGATIVE08139	0	AMPLIFY	85	trNEGATIVE08139
